,Year,Ceremony,Award,Winner,Name,Film
5273,1974,47,Short Film (Animated),0,Voyage to Next ,"Faith Hubley and John Hubley, Producers"
5274,1974,47,Short Film (Animated),0,Winnie the Pooh and Tigger Too ,"Wolfgang Reitherman, Producer"
5275,1974,47,Short Film (Live Action),0,Climb ,"Dewitt Jones, Producer"
5276,1974,47,Short Film (Live Action),0,The Concert ,"Julian Chagrin and Claude Chagrin, Producers"
5277,1974,47,Short Film (Live Action),1,One-Eyed Men Are Kings ,"Paul Claudon and Edmond Sechan, Producers"
5278,1974,47,Short Film (Live Action),0,Planet Ocean ,"George V. Casey, Producer"
5279,1974,47,Short Film (Live Action),0,The Violin ,"Andrew Welsh and George Pastic, Producers"
5280,1974,47,Sound,0,Chinatown ,"Bud Grenzbach, Larry Jost"
5281,1974,47,Sound,0,The Conversation ,"Walter Murch, Arthur Rochester"
5282,1974,47,Sound,1,Earthquake ,"Ronald Pierce, Melvin Metcalfe, Sr."
5283,1974,47,Sound,0,The Towering Inferno ,"Theodore Soderberg, Herman Lewis"
5284,1974,47,Sound,0,Young Frankenstein ,"Richard Portman, Gene Cantamessa"
5285,1974,47,Writing (Original Screenplay),0,Robert Getchell,Alice Doesn't Live Here Anymore 
5286,1974,47,Writing (Original Screenplay),1,Robert Towne,Chinatown 
5287,1974,47,Writing (Original Screenplay),0,Francis Ford Coppola,The Conversation 
5288,1974,47,Writing (Original Screenplay),0,"Francois Truffaut, Jean-Louis Richard, Suzanne Schiffman",Day for Night 
5289,1974,47,Writing (Original Screenplay),0,"Paul Mazursky, Josh Greenfeld",Harry and Tonto 
5290,1974,47,Writing (Adapted Screenplay),0,Screenplay by Mordecai Richler; Adaptation by Lionel Chetwynd,The Apprenticeship of Duddy Kravitz 
5291,1974,47,Writing (Adapted Screenplay),1,"Francis Ford Coppola, Mario Puzo",The Godfather Part II 
5292,1974,47,Writing (Adapted Screenplay),0,Julian Barry,Lenny 
5293,1974,47,Writing (Adapted Screenplay),0,Paul Dehn,Murder on the Orient Express 
5294,1974,47,Writing (Adapted Screenplay),0,"Gene Wilder, Mel Brooks",Young Frankenstein 
5295,1974,47,Special Achievement Award (Visual Effects),1,Earthquake ,"Frank Brendel, Glen Robinson, Albert Whitlock"
5296,1974,47,Jean Hersholt Humanitarian Award,1,Arthur B. Krim,
5297,1974,47,Honorary Award,1,Howard Hawks,
5298,1974,47,Honorary Award,1,Jean Renoir,
5299,1975,48,Actor in a Leading Role,0,Walter Matthau,The Sunshine Boys
5300,1975,48,Actor in a Leading Role,1,Jack Nicholson,One Flew over the Cuckoo's Nest
5301,1975,48,Actor in a Leading Role,0,Al Pacino,Dog Day Afternoon
5302,1975,48,Actor in a Leading Role,0,Maximilian Schell,The Man in the Glass Booth
5303,1975,48,Actor in a Leading Role,0,James Whitmore,"Give 'em Hell, Harry!"
5304,1975,48,Actor in a Supporting Role,1,George Burns,The Sunshine Boys
5305,1975,48,Actor in a Supporting Role,0,Brad Dourif,One Flew over the Cuckoo's Nest
5306,1975,48,Actor in a Supporting Role,0,Burgess Meredith,The Day of the Locust
5307,1975,48,Actor in a Supporting Role,0,Chris Sarandon,Dog Day Afternoon
5308,1975,48,Actor in a Supporting Role,0,Jack Warden,Shampoo
5309,1975,48,Actress in a Leading Role,0,Isabelle Adjani,The Story of Adele H.
5310,1975,48,Actress in a Leading Role,0,Ann-Margret,Tommy
5311,1975,48,Actress in a Leading Role,1,Louise Fletcher,One Flew over the Cuckoo's Nest
5312,1975,48,Actress in a Leading Role,0,Glenda Jackson,Hedda
5313,1975,48,Actress in a Leading Role,0,Carol Kane,Hester Street
5314,1975,48,Actress in a Supporting Role,0,Ronee Blakley,Nashville
5315,1975,48,Actress in a Supporting Role,1,Lee Grant,Shampoo
5316,1975,48,Actress in a Supporting Role,0,Sylvia Miles,"Farewell, My Lovely"
5317,1975,48,Actress in a Supporting Role,0,Lily Tomlin,Nashville
5318,1975,48,Actress in a Supporting Role,0,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough
5319,1975,48,Art Direction,1,Barry Lyndon ,"Art Direction: Ken Adam, Roy Walker; Set Decoration: Vernon Dixon"
5320,1975,48,Art Direction,0,The Hindenburg ,Art Direction: Edward Carfagno; Set Decoration: Frank McKelvy
5321,1975,48,Art Direction,0,The Man Who Would Be King ,"Art Direction: Alexander Trauner, Tony Inglis; Set Decoration: Peter James"
5322,1975,48,Art Direction,0,Shampoo ,"Art Direction: Richard Sylbert, W. Stewart Campbell; Set Decoration: George Gaines"
5323,1975,48,Art Direction,0,The Sunshine Boys ,Art Direction: Albert Brenner; Set Decoration: Marvin March
5324,1975,48,Cinematography,1,Barry Lyndon ,John Alcott
5325,1975,48,Cinematography,0,The Day of the Locust ,Conrad Hall
5326,1975,48,Cinematography,0,Funny Lady ,James Wong Howe
5327,1975,48,Cinematography,0,The Hindenburg ,Robert Surtees
5328,1975,48,Cinematography,0,One Flew over the Cuckoo's Nest ,"Haskell Wexler, Bill Butler"
5329,1975,48,Costume Design,1,Barry Lyndon ,"Ulla-Britt Soderlund, Milena Canonero"
5330,1975,48,Costume Design,0,The Four Musketeers ,"Yvonne Blake, Ron Talsky"
5331,1975,48,Costume Design,0,Funny Lady ,"Ray Aghayan, Bob Mackie"
5332,1975,48,Costume Design,0,The Magic Flute ,"Henny Noremark, Karin Erskine"
5333,1975,48,Costume Design,0,The Man Who Would Be King ,Edith Head
5334,1975,48,Director,0,Federico Fellini,Amarcord 
5335,1975,48,Director,0,Stanley Kubrick,Barry Lyndon 
5336,1975,48,Director,0,Sidney Lumet,Dog Day Afternoon 
5337,1975,48,Director,0,Robert Altman,Nashville 
5338,1975,48,Director,1,Milos Forman,One Flew over the Cuckoo's Nest 
5339,1975,48,Documentary (Feature),0,The California Reich ,"Walter F. Parkes and Keith F. Critchlow, Producers"
5340,1975,48,Documentary (Feature),0,Fighting for Our Lives ,"Glen Pearcy, Producer"
5341,1975,48,Documentary (Feature),0,The Incredible Machine ,"Irwin Rosten, Producer"
5342,1975,48,Documentary (Feature),1,The Man Who Skied down Everest ,"F. R. Crawley, James Hager and Dale Hartleben, Producers"
5343,1975,48,Documentary (Feature),0,The Other Half of the Sky: A China Memoir ,"Shirley MacLaine, Producer"
5344,1975,48,Documentary (Short Subject),0,Arthur and Lillie ,"Jon Else, Steven Kovacs and Kristine Samuelson, Producers"
5345,1975,48,Documentary (Short Subject),1,The End of the Game ,"Claire Wilbur and Robin Lehman, Producers"
5346,1975,48,Documentary (Short Subject),0,Millions of Years Ahead of Man ,"Manfred Baier, Producer"
5347,1975,48,Documentary (Short Subject),0,Probes in Space ,"George V. Casey, Producer"
5348,1975,48,Documentary (Short Subject),0,Whistling Smith ,"Barrie Howells and Michael Scott, Producers"
5349,1975,48,Film Editing,0,Dog Day Afternoon ,Dede Allen
5350,1975,48,Film Editing,1,Jaws ,Verna Fields
5351,1975,48,Film Editing,0,The Man Who Would Be King ,Russell Lloyd
5352,1975,48,Film Editing,0,One Flew over the Cuckoo's Nest ,"Richard Chew, Lynzee Klingman, Sheldon Kahn"
5353,1975,48,Film Editing,0,Three Days of the Condor ,"Fredric Steinkamp, Don Guidice"
5354,1975,48,Foreign Language Film,1,Dersu Uzala ,Union of Soviet Socialist Republics
5355,1975,48,Foreign Language Film,0,Land of Promise ,Poland
5356,1975,48,Foreign Language Film,0,Letters from Marusia ,Mexico
5357,1975,48,Foreign Language Film,0,Sandakan No. 8 ,Japan
5358,1975,48,Foreign Language Film,0,Scent of a Woman ,Italy
5359,1975,48,Music (Original Score),0,"Birds Do It, Bees Do It ",Gerald Fried
5360,1975,48,Music (Original Score),0,Bite the Bullet ,Alex North
5361,1975,48,Music (Original Score),1,Jaws ,John Williams
5362,1975,48,Music (Original Score),0,One Flew over the Cuckoo's Nest ,Jack Nitzsche
5363,1975,48,Music (Original Score),0,The Wind and the Lion ,Jerry Goldsmith
5364,1975,48,Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation),1,Barry Lyndon ,Adaptation Score by Leonard Rosenman
5365,1975,48,Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation),0,Funny Lady ,Adaptation Score by Peter Matz
5366,1975,48,Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation),0,Tommy ,Adaptation Score by Peter Townshend
5367,1975,48,Music (Original Song),0,"""How Lucky Can You Get"" from Funny Lady",Music and Lyrics by Fred Ebb and John Kander
5368,1975,48,Music (Original Song),1,"""I'm Easy"" from Nashville",Music and Lyrics by Keith Carradine
5369,1975,48,Music (Original Song),0,"""Now That We're In Love"" from Whiffs",Music by George Barrie; Lyrics by Sammy Cahn
5370,1975,48,Music (Original Song),0,"""Richard's Window"" from The Other Side of the Mountain",Music by Charles Fox; Lyrics by Norman Gimbel
5371,1975,48,Music (Original Song),0,"""Theme From Mahogany (Do You Know Where You're Going To)"" from Mahogany",Music by Michael Masser; Lyrics by Gerry Goffin
5372,1975,48,Best Picture,0,"Stanley Kubrick, Producer",Barry Lyndon 
5373,1975,48,Best Picture,0,"Martin Bregman and Martin Elfand, Producers",Dog Day Afternoon 
5374,1975,48,Best Picture,0,"Richard D. Zanuck and David Brown, Producers",Jaws 
5375,1975,48,Best Picture,0,"Robert Altman, Producer",Nashville 
5376,1975,48,Best Picture,1,"Saul Zaentz and Michael Douglas, Producers",One Flew over the Cuckoo's Nest 
5377,1975,48,Short Film (Animated),1,Great ,"Bob Godfrey, Producer"
5378,1975,48,Short Film (Animated),0,Kick Me ,"Robert Swarthe, Producer"
5379,1975,48,Short Film (Animated),0,Monsieur Pointu ,"RenÃ© Jodoin, Bernard LongprÃ© and AndrÃ© Leduc, Producers"
5380,1975,48,Short Film (Animated),0,Sisyphus ,"Marcell Jankovics, Producer"
5381,1975,48,Short Film (Live Action),1,Angel and Big Joe ,"Bert Salzman, Producer"
5382,1975,48,Short Film (Live Action),0,Conquest of Light ,"Louis Marcus, Producer"
5383,1975,48,Short Film (Live Action),0,Dawn Flight ,"Lawrence M. Lansburgh and Brian Lansburgh, Producers"
5384,1975,48,Short Film (Live Action),0,A Day in the Life of Bonnie Consolo ,"Barry Spinello, Producer"
5385,1975,48,Short Film (Live Action),0,Doubletalk ,"Alan Beattie, Producer"
5386,1975,48,Sound,0,Bite the Bullet ,"Arthur Piantadosi, Les Fresholtz, Richard Tyler, Al Overton, Jr."
5387,1975,48,Sound,0,Funny Lady ,"Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon"
5388,1975,48,Sound,0,The Hindenburg ,"Leonard Peterson, John A. Bolger, Jr., John Mack, Don K. Sharpless"
5389,1975,48,Sound,1,Jaws ,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter"
5390,1975,48,Sound,0,The Wind and the Lion ,"Harry W. Tetrick, Aaron Rochin, William McCaughey, Roy Charman"
5391,1975,48,Writing (Original Screenplay),0,"Federico Fellini, Tonino Guerra",Amarcord 
5392,1975,48,Writing (Original Screenplay),0,"Claude Lelouch, Pierre Uytterhoeven",And Now My Love 
5393,1975,48,Writing (Original Screenplay),1,Frank Pierson,Dog Day Afternoon 
5394,1975,48,Writing (Original Screenplay),0,Ted Allan,Lies My Father Told Me 
5395,1975,48,Writing (Original Screenplay),0,"Robert Towne, Warren Beatty",Shampoo 
5396,1975,48,Writing (Adapted Screenplay),0,Stanley Kubrick,Barry Lyndon 
5397,1975,48,Writing (Adapted Screenplay),0,"John Huston, Gladys Hill",The Man Who Would Be King 
5398,1975,48,Writing (Adapted Screenplay),1,"Lawrence Hauben, Bo Goldman",One Flew over the Cuckoo's Nest 
5399,1975,48,Writing (Adapted Screenplay),0,"Ruggero Maccari, Dino Risi",Scent of a Woman 
5400,1975,48,Writing (Adapted Screenplay),0,Neil Simon,The Sunshine Boys 
5401,1975,48,Special Achievement Award (Sound Effects),1,The Hindenburg ,Peter Berkos
5402,1975,48,Special Achievement Award (Visual Effects),1,The Hindenburg ,"Albert Whitlock, Glen Robinson"
5403,1975,48,Jean Hersholt Humanitarian Award,1,Dr. Jules C. Stein,
5404,1975,48,Honorary Award,1,Mary Pickford,
5405,1975,48,Irving G. Thalberg Memorial Award,1,Mervyn LeRoy,
5406,1976,49,Actor in a Leading Role,0,Robert De Niro,Taxi Driver
5407,1976,49,Actor in a Leading Role,1,Peter Finch,Network
5408,1976,49,Actor in a Leading Role,0,Giancarlo Giannini,Seven Beauties
5409,1976,49,Actor in a Leading Role,0,William Holden,Network
5410,1976,49,Actor in a Leading Role,0,Sylvester Stallone,Rocky
5411,1976,49,Actor in a Supporting Role,0,Ned Beatty,Network
5412,1976,49,Actor in a Supporting Role,0,Burgess Meredith,Rocky
5413,1976,49,Actor in a Supporting Role,0,Laurence Olivier,Marathon Man
5414,1976,49,Actor in a Supporting Role,1,Jason Robards,All the President's Men
5415,1976,49,Actor in a Supporting Role,0,Burt Young,Rocky
5416,1976,49,Actress in a Leading Role,0,Marie-Christine Barrault,"Cousin, Cousine"
5417,1976,49,Actress in a Leading Role,1,Faye Dunaway,Network
5418,1976,49,Actress in a Leading Role,0,Talia Shire,Rocky
5419,1976,49,Actress in a Leading Role,0,Sissy Spacek,Carrie
5420,1976,49,Actress in a Leading Role,0,Liv Ullmann,Face to Face
5421,1976,49,Actress in a Supporting Role,0,Jane Alexander,All the President's Men
5422,1976,49,Actress in a Supporting Role,0,Jodie Foster,Taxi Driver
5423,1976,49,Actress in a Supporting Role,0,Lee Grant,Voyage of the Damned
5424,1976,49,Actress in a Supporting Role,0,Piper Laurie,Carrie
5425,1976,49,Actress in a Supporting Role,1,Beatrice Straight,Network
5426,1976,49,Art Direction,1,All the President's Men ,Art Direction: George Jenkins; Set Decoration: George Gaines
5427,1976,49,Art Direction,0,The Incredible Sarah ,"Art Direction: Elliot Scott, Norman Reynolds; Set Decoration: Peter Howitt"
5428,1976,49,Art Direction,0,The Last Tycoon ,"Art Direction: Gene Callahan, Jack Collis; Set Decoration: Jerry Wunderlich"
5429,1976,49,Art Direction,0,Logan's Run ,Art Direction: Dale Hennesy; Set Decoration: Robert de Vestel
5430,1976,49,Art Direction,0,The Shootist ,Art Direction: Robert F. Boyle; Set Decoration: Arthur Jeph Parker
5431,1976,49,Cinematography,1,Bound for Glory ,Haskell Wexler
5432,1976,49,Cinematography,0,King Kong ,Richard H. Kline
5433,1976,49,Cinematography,0,Logan's Run ,Ernest Laszlo
5434,1976,49,Cinematography,0,Network ,Owen Roizman
5435,1976,49,Cinematography,0,A Star Is Born ,Robert Surtees
5436,1976,49,Costume Design,0,Bound for Glory ,William Theiss
5437,1976,49,Costume Design,1,Fellini's Casanova ,Danilo Donati
5438,1976,49,Costume Design,0,The Incredible Sarah ,Anthony Mendleson
5439,1976,49,Costume Design,0,The Passover Plot ,Mary Wills
5440,1976,49,Costume Design,0,The Seven-per-cent Solution ,Alan Barrett
5441,1976,49,Director,0,Alan J. Pakula,All the President's Men 
5442,1976,49,Director,0,Ingmar Bergman,Face to Face 
5443,1976,49,Director,0,Sidney Lumet,Network 
5444,1976,49,Director,1,John G. Avildsen,Rocky 
5445,1976,49,Director,0,Lina WertmÃ¼ller,Seven Beauties 
5446,1976,49,Documentary (Feature),1,"Harlan County, U.S.A. ","Barbara Kopple, Producer"
5447,1976,49,Documentary (Feature),0,Hollywood on Trial ,"James Gutman and David Helpern, Jr., Producers"
5448,1976,49,Documentary (Feature),0,Off the Edge ,"Michael Firth, Producer"
5449,1976,49,Documentary (Feature),0,People of the Wind ,"Anthony Howarth and David Koff, Producers"
5450,1976,49,Documentary (Feature),0,Volcano:  An Inquiry into the Life and Death of Malcolm Lowry ,"Donald Brittain and Robert Duncan, Producers"
5451,1976,49,Documentary (Short Subject),0,American Shoeshine ,"Sparky Greene, Producer"
5452,1976,49,Documentary (Short Subject),0,Blackwood ,"Tony Ianzelo and Andy Thomson, Producers"
5453,1976,49,Documentary (Short Subject),0,The End of the Road ,"John Armstrong, Producer"
5454,1976,49,Documentary (Short Subject),1,Number Our Days ,"Lynne Littman, Producer"
5455,1976,49,Documentary (Short Subject),0,Universe ,"Lester Novros, Producer"
5456,1976,49,Film Editing,0,All the President's Men ,Robert L. Wolfe
5457,1976,49,Film Editing,0,Bound for Glory ,"Robert Jones, Pembroke J. Herring"
5458,1976,49,Film Editing,0,Network ,Alan Heim
5459,1976,49,Film Editing,1,Rocky ,"Richard Halsey, Scott Conrad"
5460,1976,49,Film Editing,0,Two-Minute Warning ,"Eve Newman, Walter Hannemann"
5461,1976,49,Foreign Language Film,1,Black and White in Color ,Ivory Coast
5462,1976,49,Foreign Language Film,0,"Cousin, Cousine ",France
5463,1976,49,Foreign Language Film,0,"Jacob, the Liar ",German Democratic Republic
5464,1976,49,Foreign Language Film,0,Nights and Days ,Poland
5465,1976,49,Foreign Language Film,0,Seven Beauties ,Italy
5466,1976,49,Music (Original Score),0,Obsession ,Bernard Herrmann
5467,1976,49,Music (Original Score),1,The Omen ,Jerry Goldsmith
5468,1976,49,Music (Original Score),0,The Outlaw Josey Wales ,Jerry Fielding
5469,1976,49,Music (Original Score),0,Taxi Driver ,Bernard Herrmann
5470,1976,49,Music (Original Score),0,Voyage of the Damned ,Lalo Schifrin
5471,1976,49,Music (Original Song Score and Its Adaptation or Adaptation Score),1,Bound for Glory ,Adaptation Score by Leonard Rosenman
5472,1976,49,Music (Original Song Score and Its Adaptation or Adaptation Score),0,Bugsy Malone ,Song Score and Adaptation Score by Paul Williams
5473,1976,49,Music (Original Song Score and Its Adaptation or Adaptation Score),0,A Star Is Born ,Adaptation Score by Roger Kellaway
5474,1976,49,Music (Original Song),0,"""Ave Satani"" from The Omen",Music and Lyrics by Jerry Goldsmith
5475,1976,49,Music (Original Song),0,"""Come To Me"" from The Pink Panther Strikes Again",Music by Henry Mancini; Lyrics by Don Black
5476,1976,49,Music (Original Song),1,"""Evergreen (Love Theme From A Star Is Born)"" from A Star Is Born",Music by Barbra Streisand; Lyrics by Paul Williams
5477,1976,49,Music (Original Song),0,"""Gonna Fly Now"" from Rocky",Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins
5478,1976,49,Music (Original Song),0,"""A World That Never Was"" from Half a House",Music by Sammy Fain; Lyrics by Paul Francis Webster
5479,1976,49,Best Picture,0,"Walter Coblenz, Producer",All the President's Men 
5480,1976,49,Best Picture,0,"Robert F. Blumofe and Harold Leventhal, Producers",Bound for Glory 
5481,1976,49,Best Picture,0,"Howard Gottfried, Producer",Network 
5482,1976,49,Best Picture,1,"Irwin Winkler and Robert Chartoff, Producers",Rocky 
5483,1976,49,Best Picture,0,"Michael Phillips and Julia Phillips, Producers",Taxi Driver 
5484,1976,49,Short Film (Animated),0,Dedalo ,"Manfredo Manfredi, Producer"
5485,1976,49,Short Film (Animated),1,Leisure ,"Suzanne Baker, Producer"
5486,1976,49,Short Film (Animated),0,The Street ,"Caroline Leaf and Guy Glover, Producers"
5487,1976,49,Short Film (Live Action),1,In the Region of Ice ,"Andre Guttfreund and Peter Werner, Producers"
5488,1976,49,Short Film (Live Action),0,Kudzu ,"Marjorie Anne Short, Producer"
5489,1976,49,Short Film (Live Action),0,The Morning Spider ,"Julian Chagrin and Claude Chagrin, Producers"
5490,1976,49,Short Film (Live Action),0,Nightlife ,"Claire Wilbur and Robin Lehman, Producers"
5491,1976,49,Short Film (Live Action),0,Number One ,"Dyan Cannon and Vince Cannon, Producers"
5492,1976,49,Sound,1,All the President's Men ,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb"
5493,1976,49,Sound,0,King Kong ,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon"
5494,1976,49,Sound,0,Rocky ,"Harry Warren Tetrick, William McCaughey, Lyle Burbridge, Bud Alper"
5495,1976,49,Sound,0,Silver Streak ,"Donald Mitchell, Douglas Williams, Richard Tyler, Hal Etherington"
5496,1976,49,Sound,0,A Star Is Born ,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton"
5497,1976,49,Writing (Adapted Screenplay),1,William Goldman,All the President's Men 
5498,1976,49,Writing (Adapted Screenplay),0,Robert Getchell,Bound for Glory 
5499,1976,49,Writing (Adapted Screenplay),0,"Federico Fellini, Bernardino Zapponi",Fellini's Casanova 
5500,1976,49,Writing (Adapted Screenplay),0,Nicholas Meyer,The Seven-per-cent Solution 
5501,1976,49,Writing (Adapted Screenplay),0,"Steve Shagan, David Butler",Voyage of the Damned 
5502,1976,49,Writing (Original Screenplay),0,Story and Screenplay by Jean-Charles Tacchella; Adaptation by Daniele Thompson,"Cousin, Cousine "
5503,1976,49,Writing (Original Screenplay),0,Walter Bernstein,The Front 
5504,1976,49,Writing (Original Screenplay),1,Paddy Chayefsky,Network 
5505,1976,49,Writing (Original Screenplay),0,Sylvester Stallone,Rocky 
5506,1976,49,Writing (Original Screenplay),0,Lina WertmÃ¼ller,Seven Beauties 
5507,1976,49,Special Achievement Award (Visual Effects),1,King Kong ,"Carlo Rambaldi, Glen Robinson, Frank Van der Veer"
5508,1976,49,Special Achievement Award (Visual Effects),1,Logan's Run ,"L. B. Abbott, Glen Robinson, Matthew Yuricich"
5509,1976,49,Irving G. Thalberg Memorial Award,1,Pandro S. Berman,
5510,1977,50,Actor in a Leading Role,0,Woody Allen,Annie Hall
5511,1977,50,Actor in a Leading Role,0,Richard Burton,Equus
5512,1977,50,Actor in a Leading Role,1,Richard Dreyfuss,The Goodbye Girl
5513,1977,50,Actor in a Leading Role,0,Marcello Mastroianni,A Special Day
5514,1977,50,Actor in a Leading Role,0,John Travolta,Saturday Night Fever
5515,1977,50,Actor in a Supporting Role,0,Mikhail Baryshnikov,The Turning Point
5516,1977,50,Actor in a Supporting Role,0,Peter Firth,Equus
5517,1977,50,Actor in a Supporting Role,0,Alec Guinness,Star Wars
5518,1977,50,Actor in a Supporting Role,1,Jason Robards,Julia
5519,1977,50,Actor in a Supporting Role,0,Maximilian Schell,Julia
5520,1977,50,Actress in a Leading Role,0,Anne Bancroft,The Turning Point
5521,1977,50,Actress in a Leading Role,0,Jane Fonda,Julia
5522,1977,50,Actress in a Leading Role,1,Diane Keaton,Annie Hall
5523,1977,50,Actress in a Leading Role,0,Shirley MacLaine,The Turning Point
5524,1977,50,Actress in a Leading Role,0,Marsha Mason,The Goodbye Girl
5525,1977,50,Actress in a Supporting Role,0,Leslie Browne,The Turning Point
5526,1977,50,Actress in a Supporting Role,0,Quinn Cummings,The Goodbye Girl
5527,1977,50,Actress in a Supporting Role,0,Melinda Dillon,Close Encounters of the Third Kind
5528,1977,50,Actress in a Supporting Role,1,Vanessa Redgrave,Julia
5529,1977,50,Actress in a Supporting Role,0,Tuesday Weld,Looking for Mr. Goodbar
5530,1977,50,Art Direction,0,Airport '77 ,Art Direction: George C. Webb; Set Decoration: Mickey S. Michaels
5531,1977,50,Art Direction,0,Close Encounters of the Third Kind ,"Art Direction: Joe Alves, Dan Lomino; Set Decoration: Phil Abramson"
5532,1977,50,Art Direction,0,The Spy Who Loved Me ,"Art Direction: Ken Adam, Peter Lamont; Set Decoration: Hugh Scaife"
5533,1977,50,Art Direction,1,Star Wars ,"Art Direction: John Barry, Norman Reynolds, Leslie Dilley; Set Decoration: Roger Christian"
5534,1977,50,Art Direction,0,The Turning Point ,Art Direction: Albert Brenner; Set Decoration: Marvin March
5535,1977,50,Cinematography,1,Close Encounters of the Third Kind ,Vilmos Zsigmond
5536,1977,50,Cinematography,0,Islands in the Stream ,Fred J. Koenekamp
5537,1977,50,Cinematography,0,Julia ,Douglas Slocombe
5538,1977,50,Cinematography,0,Looking for Mr. Goodbar ,William A. Fraker
5539,1977,50,Cinematography,0,The Turning Point ,Robert Surtees
5540,1977,50,Costume Design,0,Airport '77 ,"Edith Head, Burton Miller"
5541,1977,50,Costume Design,0,Julia ,Anthea Sylbert
5542,1977,50,Costume Design,0,A Little Night Music ,Florence Klotz
5543,1977,50,Costume Design,0,The Other Side of Midnight ,Irene Sharaff
5544,1977,50,Costume Design,1,Star Wars ,John Mollo
5545,1977,50,Director,1,Woody Allen,Annie Hall 
5546,1977,50,Director,0,Steven Spielberg,Close Encounters of the Third Kind 
5547,1977,50,Director,0,Fred Zinnemann,Julia 
5548,1977,50,Director,0,George Lucas,Star Wars 
5549,1977,50,Director,0,Herbert Ross,The Turning Point 
5550,1977,50,Documentary (Feature),0,The Children of Theatre Street ,"Robert Dornhelm and Earle Mack, Producers"
5551,1977,50,Documentary (Feature),0,High Grass Circus ,"Bill Brind, Torben Schioler and Tony Ianzelo, Producers"
5552,1977,50,Documentary (Feature),0,Homage to Chagall--The Colours of Love ,"Harry Rasky, Producer"
5553,1977,50,Documentary (Feature),0,Union Maids ,"James Klein, Julia Reichert and Miles Mogulescu, Producers"
5554,1977,50,Documentary (Feature),1,Who Are the DeBolts? And Where Did They Get Nineteen Kids? ,"John Korty, Dan McCann and Warren L. Lockhart, Producers"
5555,1977,50,Documentary (Short Subject),0,"Agueda Martinez: Our People, Our Country ","Moctesuma Esparza, Producer"
5556,1977,50,Documentary (Short Subject),0,First Edition ,"Helen Whitney and DeWitt L. Sage, Jr., Producers"
5557,1977,50,Documentary (Short Subject),1,Gravity Is My Enemy ,"John Joseph and Jan Stussy, Producers"
5558,1977,50,Documentary (Short Subject),0,"Of Time, Tombs and Treasure ","James R. Messenger and Paul N. Raimondi, Producers"
5559,1977,50,Documentary (Short Subject),0,The Shetland Experience ,"Douglas Gordon, Producer"
5560,1977,50,Film Editing,0,Close Encounters of the Third Kind ,Michael Kahn
5561,1977,50,Film Editing,0,Julia ,Walter Murch
5562,1977,50,Film Editing,0,Smokey and the Bandit ,"Walter Hannemann, Angelo Ross"
5563,1977,50,Film Editing,1,Star Wars ,"Paul Hirsch, Marcia Lucas, Richard Chew"
5564,1977,50,Film Editing,0,The Turning Point ,William Reynolds
5565,1977,50,Foreign Language Film,0,Iphigenia ,Greece
5566,1977,50,Foreign Language Film,1,Madame Rosa ,France
5567,1977,50,Foreign Language Film,0,Operation Thunderbolt ,Israel
5568,1977,50,Foreign Language Film,0,A Special Day ,Italy
5569,1977,50,Foreign Language Film,0,That Obscure Object of Desire ,Spain
5570,1977,50,Music (Original Score),0,Close Encounters of the Third Kind ,John Williams
5571,1977,50,Music (Original Score),0,Julia ,Georges Delerue
5572,1977,50,Music (Original Score),0,Mohammad - Messenger of God ,Maurice Jarre
5573,1977,50,Music (Original Score),0,The Spy Who Loved Me ,Marvin Hamlisch
5574,1977,50,Music (Original Score),1,Star Wars ,John Williams
5575,1977,50,Music (Original Song Score and Its Adaptation or Adaptation Score),1,A Little Night Music ,Adaptation Score by Jonathan Tunick
5576,1977,50,Music (Original Song Score and Its Adaptation or Adaptation Score),0,Pete's Dragon ,Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal
5577,1977,50,Music (Original Song Score and Its Adaptation or Adaptation Score),0,The Slipper and the Rose--The Story of Cinderella ,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Angela Morley
5578,1977,50,Music (Original Song),0,"""Candle On The Water"" from Pete's Dragon",Music and Lyrics by Al Kasha and Joel Hirschhorn
5579,1977,50,Music (Original Song),0,"""Nobody Does It Better"" from The Spy Who Loved Me",Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager
5580,1977,50,Music (Original Song),0,"""The Slipper And The Rose Waltz (He Danced With Me/She Danced With Me)"" from The Slipper and the Rose--The Story of Cinderella",Music and Lyrics by Richard M. Sherman and Robert B. Sherman
5581,1977,50,Music (Original Song),0,"""Someone's Waiting For You"" from The Rescuers",Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins
5582,1977,50,Music (Original Song),1,"""You Light Up My Life"" from You Light Up My Life",Music and Lyrics by Joseph Brooks
