,Year,Ceremony,Award,Winner,Name,Film
2231,1948,21,Music (Original Score),0,Johnny Belinda ,Max Steiner
2232,1948,21,Music (Original Score),1,The Red Shoes ,Brian Easdale
2233,1948,21,Music (Original Score),0,The Snake Pit ,Alfred Newman
2234,1948,21,Music (Scoring of a Musical Picture),1,Easter Parade ,"Johnny Green, Roger Edens"
2235,1948,21,Music (Scoring of a Musical Picture),0,The Emperor Waltz ,Victor Young
2236,1948,21,Music (Scoring of a Musical Picture),0,The Pirate ,Lennie Hayton
2237,1948,21,Music (Scoring of a Musical Picture),0,Romance on the High Seas ,Ray Heindorf
2238,1948,21,Music (Scoring of a Musical Picture),0,When My Baby Smiles at Me ,Alfred Newman
2239,1948,21,Music (Song),1,"""Buttons And Bows"" from The Paleface",Music and Lyrics by Jay Livingston and Ray Evans
2240,1948,21,Music (Song),0,"""For Every Man There's A Woman"" from Casbah",Music by Harold Arlen; Lyrics by Leo Robin
2241,1948,21,Music (Song),0,"""It's Magic"" from Romance on the High Seas",Music by Jule Styne; Lyrics by Sammy Cahn
2242,1948,21,Music (Song),0,"""This Is The Moment"" from That Lady in Ermine",Music by Frederick Hollander; Lyrics by Leo Robin
2243,1948,21,Music (Song),0,"""The Woody Woodpecker Song"" from Wet Blanket Policy",Music and Lyrics by Ramey Idriss and George Tibbles
2244,1948,21,Best Picture,1,J. Arthur Rank-Two Cities Films,Hamlet 
2245,1948,21,Best Picture,0,Warner Brothers,Johnny Belinda 
2246,1948,21,Best Picture,0,J. Arthur Rank-Archers,The Red Shoes 
2247,1948,21,Best Picture,0,20th Century-Fox,The Snake Pit 
2248,1948,21,Best Picture,0,Warner Brothers,The Treasure of the Sierra Madre 
2249,1948,21,Short Subject (Cartoon),1,The Little Orphan ,"Fred Quimby, Producer"
2250,1948,21,Short Subject (Cartoon),0,Mickey and the Seal ,"Walt Disney, Producer"
2251,1948,21,Short Subject (Cartoon),0,Mouse Wreckers ,"Edward Selzer, Producer"
2252,1948,21,Short Subject (Cartoon),0,Robin Hoodlum ,United Productions of America
2253,1948,21,Short Subject (Cartoon),0,Tea for Two Hundred ,"Walt Disney, Producer"
2254,1948,21,Short Subject (One Reel),0,Annie Was a Wonder ,"Herbert Moulton, Producer"
2255,1948,21,Short Subject (One Reel),0,Cinderella Horse ,"Gordon Hollingshead, Producer"
2256,1948,21,Short Subject (One Reel),0,So You Want to Be on the Radio ,"Gordon Hollingshead, Producer"
2257,1948,21,Short Subject (One Reel),1,Symphony of a City ,"Edmund H. Reek, Producer"
2258,1948,21,Short Subject (One Reel),0,You Can't Win ,"Pete Smith, Producer"
2259,1948,21,Short Subject (Two Reel),0,Calgary Stampede ,"Gordon Hollingshead, Producer"
2260,1948,21,Short Subject (Two Reel),0,Going to Blazes ,"Herbert Morgan, Producer"
2261,1948,21,Short Subject (Two Reel),0,Samba-Mania ,"Harry Grey, Producer"
2262,1948,21,Short Subject (Two Reel),1,Seal Island ,"Walt Disney, Producer"
2263,1948,21,Short Subject (Two Reel),0,Snow Capers ,"Thomas Mead, Producer"
2264,1948,21,Sound Recording,0,Johnny Belinda ,"Warner Brothers Studio Sound Department, Col. Nathan O. Levinson, Sound Director"
2265,1948,21,Sound Recording,0,Moonrise ,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
2266,1948,21,Sound Recording,1,The Snake Pit ,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
2267,1948,21,Special Effects,0,Deep Waters ,"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman"
2268,1948,21,Special Effects,1,Portrait of Jennie ,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart"
2269,1948,21,Writing (Story),0,Louisiana Story ,"Frances Flaherty, Robert Flaherty"
2270,1948,21,Writing (Story),0,The Naked City ,Malvin Wald
2271,1948,21,Writing (Story),0,Red River ,Borden Chase
2272,1948,21,Writing (Story),0,The Red Shoes ,Emeric Pressburger
2273,1948,21,Writing (Story),1,The Search ,"Richard Schweizer, David Wechsler"
2274,1948,21,Writing (Adapted Screenplay),0,"Charles Brackett, Billy Wilder, Richard L. Breen",A Foreign Affair 
2275,1948,21,Writing (Adapted Screenplay),0,"Irmgard Von Cube, Allen Vincent",Johnny Belinda 
2276,1948,21,Writing (Adapted Screenplay),0,"Richard Schweizer, David Wechsler",The Search 
2277,1948,21,Writing (Adapted Screenplay),0,"Frank Partos, Millen Brand",The Snake Pit 
2278,1948,21,Writing (Adapted Screenplay),1,John Huston,The Treasure of the Sierra Madre 
2279,1948,21,Special Foreign Language Film Award,1,Monsieur Vincent,
2280,1948,21,Special Award,1,Ivan Jandl,The Search
2281,1948,21,Special Award,1,Sid Grauman,
2282,1948,21,Special Award,1,Adolph Zukor,
2283,1948,21,Special Award,1,Walter Wanger,Joan of Arc
2284,1948,21,Special Award,1,Jean Hersholt,
2285,1948,21,Irving G. Thalberg Memorial Award,1,Jerry Wald,
2286,1949,22,Actor in a Leading Role,1,Broderick Crawford,All the King's Men
2287,1949,22,Actor in a Leading Role,0,Kirk Douglas,Champion
2288,1949,22,Actor in a Leading Role,0,Gregory Peck,Twelve O'Clock High
2289,1949,22,Actor in a Leading Role,0,Richard Todd,The Hasty Heart
2290,1949,22,Actor in a Leading Role,0,John Wayne,Sands of Iwo Jima
2291,1949,22,Actor in a Supporting Role,0,John Ireland,All the King's Men
2292,1949,22,Actor in a Supporting Role,1,Dean Jagger,Twelve O'Clock High
2293,1949,22,Actor in a Supporting Role,0,Arthur Kennedy,Champion
2294,1949,22,Actor in a Supporting Role,0,Ralph Richardson,The Heiress
2295,1949,22,Actor in a Supporting Role,0,James Whitmore,Battleground
2296,1949,22,Actress in a Leading Role,0,Jeanne Crain,Pinky
2297,1949,22,Actress in a Leading Role,1,Olivia de Havilland,The Heiress
2298,1949,22,Actress in a Leading Role,0,Susan Hayward,My Foolish Heart
2299,1949,22,Actress in a Leading Role,0,Deborah Kerr,"Edward, My Son"
2300,1949,22,Actress in a Leading Role,0,Loretta Young,Come to the Stable
2301,1949,22,Actress in a Supporting Role,0,Ethel Barrymore,Pinky
2302,1949,22,Actress in a Supporting Role,0,Celeste Holm,Come to the Stable
2303,1949,22,Actress in a Supporting Role,0,Elsa Lanchester,Come to the Stable
2304,1949,22,Actress in a Supporting Role,1,Mercedes McCambridge,All the King's Men
2305,1949,22,Actress in a Supporting Role,0,Ethel Waters,Pinky
2306,1949,22,Art Direction (Black and White),0,Come to the Stable ,"Art Direction: Lyle Wheeler, Joseph C. Wright; Set Decoration: Thomas Little, Paul S. Fox"
2307,1949,22,Art Direction (Black and White),1,The Heiress ,"Art Direction: Harry Horner, John Meehan; Set Decoration: Emile Kuri"
2308,1949,22,Art Direction (Black and White),0,Madame Bovary ,"Art Direction: Cedric Gibbons, Jack Martin Smith; Set Decoration: Edwin B. Willis, Richard A. Pefferle"
2309,1949,22,Art Direction (Color),0,The Adventures of Don Juan ,Art Direction: Edward Carrere; Set Decoration: Lyle Reifsnider
2310,1949,22,Art Direction (Color),1,Little Women ,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore"
2311,1949,22,Art Direction (Color),0,Saraband ,"Art Direction: Jim Morahan, William Kellner, Michael Relph"
2312,1949,22,Cinematography (Black and White),1,Battleground ,Paul C. Vogel
2313,1949,22,Cinematography (Black and White),0,Champion ,Frank Planer
2314,1949,22,Cinematography (Black and White),0,Come to the Stable ,Joseph LaShelle
2315,1949,22,Cinematography (Black and White),0,The Heiress ,Leo Tover
2316,1949,22,Cinematography (Black and White),0,Prince of Foxes ,Leon Shamroy
2317,1949,22,Cinematography (Color),0,The Barkleys of Broadway ,Harry Stradling
2318,1949,22,Cinematography (Color),0,Jolson Sings Again ,William Snyder
2319,1949,22,Cinematography (Color),0,Little Women ,"Robert Planck, Charles Schoenbaum"
2320,1949,22,Cinematography (Color),0,Sand ,Charles G. Clarke
2321,1949,22,Cinematography (Color),1,She Wore a Yellow Ribbon ,Winton Hoch
2322,1949,22,Costume Design (Black and White),1,The Heiress ,"Edith Head, Gile Steele"
2323,1949,22,Costume Design (Black and White),0,Prince of Foxes ,Vittorio Nino Novarese
2324,1949,22,Costume Design (Color),1,The Adventures of Don Juan ,"Leah Rhodes, Travilla, Marjorie Best"
2325,1949,22,Costume Design (Color),0,Mother Is a Freshman ,Kay Nelson
2326,1949,22,Director,0,Robert Rossen,All the King's Men 
2327,1949,22,Director,0,William A. Wellman,Battleground 
2328,1949,22,Director,0,Carol Reed,The Fallen Idol 
2329,1949,22,Director,0,William Wyler,The Heiress 
2330,1949,22,Director,1,Joseph L. Mankiewicz,A Letter to Three Wives 
2331,1949,22,Documentary (Feature),1,Daybreak in Udi ,Crown Film Unit
2332,1949,22,Documentary (Feature),0,Kenji Comes Home ,"Paul F. Heard, Producer"
2333,1949,22,Documentary (Short Subject),1,A Chance to Live ,"Richard de Rochemont, Producer"
2334,1949,22,Documentary (Short Subject),0,1848,French Cinema General Cooperative
2335,1949,22,Documentary (Short Subject),0,The Rising Tide ,"St. Francis-Xavier University, Antigonish, Nova Scotia"
2336,1949,22,Documentary (Short Subject),1,So Much for So Little ,"Edward Selzer, Producer"
2337,1949,22,Film Editing,0,All the King's Men ,"Robert Parrish, Al Clark"
2338,1949,22,Film Editing,0,Battleground ,John Dunning
2339,1949,22,Film Editing,1,Champion ,Harry Gerstad
2340,1949,22,Film Editing,0,Sands of Iwo Jima ,Richard L. Van Enger
2341,1949,22,Film Editing,0,The Window ,Frederic Knudtson
2342,1949,22,Music (Original Score),0,Beyond the Forest ,Max Steiner
2343,1949,22,Music (Original Score),0,Champion ,Dimitri Tiomkin
2344,1949,22,Music (Original Score),1,The Heiress ,Aaron Copland
2345,1949,22,Music (Scoring of a Musical Picture),0,Jolson Sings Again ,"Morris Stoloff, George Duning"
2346,1949,22,Music (Scoring of a Musical Picture),0,Look for the Silver Lining ,Ray Heindorf
2347,1949,22,Music (Scoring of a Musical Picture),1,On the Town ,"Roger Edens, Lennie Hayton"
2348,1949,22,Music (Song),1,"""Baby, It's Cold Outside"" from Neptune's Daughter",Music and Lyrics by Frank Loesser
2349,1949,22,Music (Song),0,"""It's A Great Feeling"" from It's a Great Feeling",Music by Jule Styne; Lyrics by Sammy Cahn
2350,1949,22,Music (Song),0,"""Lavender Blue"" from So Dear to My Heart",Music by Eliot Daniel; Lyrics by Larry Morey
2351,1949,22,Music (Song),0,"""My Foolish Heart"" from My Foolish Heart",Music by Victor Young; Lyrics by Ned Washington
2352,1949,22,Music (Song),0,"""Through A Long And Sleepless Night"" from Come to the Stable",Music by Alfred Newman; Lyrics by Mack Gordon
2353,1949,22,Best Picture,1,Robert Rossen Productions,All the King's Men 
2354,1949,22,Best Picture,0,Metro-Goldwyn-Mayer,Battleground 
2355,1949,22,Best Picture,0,Paramount,The Heiress 
2356,1949,22,Best Picture,0,20th Century-Fox,A Letter to Three Wives 
2357,1949,22,Best Picture,0,20th Century-Fox,Twelve O'Clock High 
2358,1949,22,Short Subject (Cartoon),0,Canary Row ,"Edward Selzer, Producer"
2359,1949,22,Short Subject (Cartoon),1,For Scent-Imental Reasons ,"Edward Selzer, Producer"
2360,1949,22,Short Subject (Cartoon),0,Hatch Up Your Troubles ,"Fred Quimby, Producer"
2361,1949,22,Short Subject (Cartoon),0,The Magic Fluke ,"Stephen Bosustow, Producer"
2362,1949,22,Short Subject (Cartoon),0,Toy Tinkers ,"Walt Disney, Producer"
2363,1949,22,Short Subject (One Reel),1,Aquatic House-Party ,"Jack Eaton, Producer"
2364,1949,22,Short Subject (One Reel),0,Roller Derby Girl ,"Justin Herman, Producer"
2365,1949,22,Short Subject (One Reel),0,So You Think You're Not Guilty ,"Gordon Hollingshead, Producer"
2366,1949,22,Short Subject (One Reel),0,Spills and Chills ,"Walton C. Ament, Producer"
2367,1949,22,Short Subject (One Reel),0,Water Trix ,"Pete Smith, Producer"
2368,1949,22,Short Subject (Two Reel),0,The Boy and the Eagle ,"William Lasky, Producer"
2369,1949,22,Short Subject (Two Reel),0,Chase of Death ,"Irving Allen, Producer"
2370,1949,22,Short Subject (Two Reel),0,The Grass Is Always Greener ,"Gordon Hollingshead, Producer"
2371,1949,22,Short Subject (Two Reel),0,Snow Carnival ,"Gordon Hollingshead, Producer"
2372,1949,22,Short Subject (Two Reel),1,Van Gogh ,"Gaston Diehl and Robert Haessens, Producers"
2373,1949,22,Sound Recording,0,"Once More, My Darling ","Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
2374,1949,22,Sound Recording,0,Sands of Iwo Jima ,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director"
2375,1949,22,Sound Recording,1,Twelve O'Clock High ,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
2376,1949,22,Special Effects,1,Mighty Joe Young ,ARKO Productions
2377,1949,22,Special Effects,0,Tulsa ,Walter Wanger Pictures
2378,1949,22,Writing (Story),0,Come to the Stable ,Clare Boothe Luce
2379,1949,22,Writing (Story),0,It Happens Every Spring ,"Shirley W. Smith, Valentine Davies"
2380,1949,22,Writing (Story),0,Sands of Iwo Jima ,Harry Brown
2381,1949,22,Writing (Story),1,The Stratton Story ,Douglas Morrow
2382,1949,22,Writing (Story),0,White Heat ,Virginia Kellogg
2383,1949,22,Writing (Adapted Screenplay),0,Robert Rossen,All the King's Men 
2384,1949,22,Writing (Adapted Screenplay),0,Cesare Zavattini,The Bicycle Thief 
2385,1949,22,Writing (Adapted Screenplay),0,Carl Foreman,Champion 
2386,1949,22,Writing (Adapted Screenplay),0,Graham Greene,The Fallen Idol 
2387,1949,22,Writing (Adapted Screenplay),1,Joseph L. Mankiewicz,A Letter to Three Wives 
2388,1949,22,Writing (Original Screenplay),1,Robert Pirosh,Battleground 
2389,1949,22,Writing (Original Screenplay),0,Sidney Buchman,Jolson Sings Again 
2390,1949,22,Writing (Original Screenplay),0,"Alfred Hayes, Federico Fellini, Sergio Amidei, Marcello Pagliero, Roberto Rossellini",Paisan 
2391,1949,22,Writing (Original Screenplay),0,T. E. B. Clarke,Passport to Pimlico 
2392,1949,22,Writing (Original Screenplay),0,"Helen Levitt, Janice Loeb, Sidney Meyers",The Quiet One 
2393,1949,22,Special Foreign Language Film Award,1,The Bicycle Thief,
2394,1949,22,Special Award,1,Bobby Driscoll,
2395,1949,22,Special Award,1,Fred Astaire,
2396,1949,22,Special Award,1,Cecil B. DeMille,
2397,1949,22,Special Award,1,Jean Hersholt,
2398,1950,23,Actor in a Leading Role,0,Louis Calhern,The Magnificent Yankee
2399,1950,23,Actor in a Leading Role,1,Jos̩ Ferrer,Cyrano de Bergerac
2400,1950,23,Actor in a Leading Role,0,William Holden,Sunset Blvd.
2401,1950,23,Actor in a Leading Role,0,James Stewart,Harvey
2402,1950,23,Actor in a Leading Role,0,Spencer Tracy,Father of the Bride
2403,1950,23,Actor in a Supporting Role,0,Jeff Chandler,Broken Arrow
2404,1950,23,Actor in a Supporting Role,0,Edmund Gwenn,Mister 880
2405,1950,23,Actor in a Supporting Role,0,Sam Jaffe,The Asphalt Jungle
2406,1950,23,Actor in a Supporting Role,1,George Sanders,All about Eve
2407,1950,23,Actor in a Supporting Role,0,Erich von Stroheim,Sunset Blvd.
2408,1950,23,Actress in a Leading Role,0,Anne Baxter,All about Eve
2409,1950,23,Actress in a Leading Role,0,Bette Davis,All about Eve
2410,1950,23,Actress in a Leading Role,1,Judy Holliday,Born Yesterday
2411,1950,23,Actress in a Leading Role,0,Eleanor Parker,Caged
2412,1950,23,Actress in a Leading Role,0,Gloria Swanson,Sunset Blvd.
2413,1950,23,Actress in a Supporting Role,0,Hope Emerson,Caged
2414,1950,23,Actress in a Supporting Role,0,Celeste Holm,All about Eve
2415,1950,23,Actress in a Supporting Role,1,Josephine Hull,Harvey
2416,1950,23,Actress in a Supporting Role,0,Nancy Olson,Sunset Blvd.
2417,1950,23,Actress in a Supporting Role,0,Thelma Ritter,All about Eve
2418,1950,23,Art Direction (Black and White),0,All about Eve ,"Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Thomas Little, Walter M. Scott"
2419,1950,23,Art Direction (Black and White),0,The Red Danube ,"Art Direction: Cedric Gibbons, Hans Peters; Set Decoration: Edwin B. Willis, Hugh Hunt"
2420,1950,23,Art Direction (Black and White),1,Sunset Blvd. ,"Art Direction: Hans Dreier, John Meehan; Set Decoration: Sam Comer, Ray Moyer"
2421,1950,23,Art Direction (Color),0,Annie Get Your Gun ,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Richard A. Pefferle"
2422,1950,23,Art Direction (Color),0,Destination Moon ,Art Direction: Ernst Fegte; Set Decoration: George Sawley
2423,1950,23,Art Direction (Color),1,Samson and Delilah ,"Art Direction: Hans Dreier, Walter Tyler; Set Decoration: Sam Comer, Ray Moyer"
2424,1950,23,Cinematography (Black and White),0,All about Eve ,Milton Krasner
2425,1950,23,Cinematography (Black and White),0,The Asphalt Jungle ,Harold Rosson
2426,1950,23,Cinematography (Black and White),0,The Furies ,Victor Milner
2427,1950,23,Cinematography (Black and White),0,Sunset Blvd. ,John F. Seitz
2428,1950,23,Cinematography (Black and White),1,The Third Man ,Robert Krasker
2429,1950,23,Cinematography (Color),0,Annie Get Your Gun ,Charles Rosher
2430,1950,23,Cinematography (Color),0,Broken Arrow ,Ernest Palmer
2431,1950,23,Cinematography (Color),0,The Flame and the Arrow ,Ernest Haller
2432,1950,23,Cinematography (Color),1,King Solomon's Mines ,Robert Surtees
2433,1950,23,Cinematography (Color),0,Samson and Delilah ,George Barnes
2434,1950,23,Costume Design (Black and White),1,All about Eve ,"Edith Head, Charles LeMaire"
2435,1950,23,Costume Design (Black and White),0,Born Yesterday ,Jean Louis
2436,1950,23,Costume Design (Black and White),0,The Magnificent Yankee ,Walter Plunkett
2437,1950,23,Costume Design (Color),0,The Black Rose ,Michael Whittaker
2438,1950,23,Costume Design (Color),1,Samson and Delilah ,"Edith Head, Dorothy Jeakins, Elois Jenssen, Gile Steele, Gwen Wakeling"
2439,1950,23,Costume Design (Color),0,That Forsyte Woman ,"Walter Plunkett, Valles"
2440,1950,23,Director,1,Joseph L. Mankiewicz,All about Eve 
2441,1950,23,Director,0,John Huston,The Asphalt Jungle 
2442,1950,23,Director,0,George Cukor,Born Yesterday 
2443,1950,23,Director,0,Billy Wilder,Sunset Blvd. 
2444,1950,23,Director,0,Carol Reed,The Third Man 
2445,1950,23,Documentary (Feature),1,The Titan: Story of Michelangelo ,"Robert Snyder, Producer"
2446,1950,23,Documentary (Feature),0,With These Hands ,"Jack Arnold and Lee Goodman, Producers"
2447,1950,23,Documentary (Short Subject),0,The Fight: Science against Cancer ,"Guy Glover, Producer"
2448,1950,23,Documentary (Short Subject),0,The Stairs ,"Film Documents, Inc."
2449,1950,23,Documentary (Short Subject),1,Why Korea? ,"Edmund Reek, Producer"
2450,1950,23,Film Editing,0,All about Eve ,Barbara McLean
2451,1950,23,Film Editing,0,Annie Get Your Gun ,James E. Newcom
2452,1950,23,Film Editing,1,King Solomon's Mines ,"Ralph E. Winters, Conrad A. Nervig"
2453,1950,23,Film Editing,0,Sunset Blvd. ,"Arthur Schmidt, Doane Harrison"
2454,1950,23,Film Editing,0,The Third Man ,Oswald Hafenrichter
2455,1950,23,Music (Original Score),0,All about Eve ,Alfred Newman
2456,1950,23,Music (Original Score),0,The Flame and the Arrow ,Max Steiner
2457,1950,23,Music (Original Score),0,No Sad Songs for Me ,George Duning
2458,1950,23,Music (Original Score),0,Samson and Delilah ,Victor Young
2459,1950,23,Music (Original Score),1,Sunset Blvd. ,Franz Waxman
2460,1950,23,Music (Scoring of a Musical Picture),1,Annie Get Your Gun ,"Adolph Deutsch, Roger Edens"
2461,1950,23,Music (Scoring of a Musical Picture),0,Cinderella ,"Oliver Wallace, Paul J. Smith"
2462,1950,23,Music (Scoring of a Musical Picture),0,I'll Get By ,Lionel Newman
2463,1950,23,Music (Scoring of a Musical Picture),0,Three Little Words ,Andre Previn
2464,1950,23,Music (Scoring of a Musical Picture),0,The West Point Story ,Ray Heindorf
2465,1950,23,Music (Song),0,"""Be My Love"" from The Toast of New Orleans",Music by Nicholas Brodszky; Lyrics by Sammy Cahn
2466,1950,23,Music (Song),0,"""Bibbidi-Bobbidi-Boo"" from Cinderella","Music and Lyrics by Mack David, Al Hoffman and Jerry Livingston"
2467,1950,23,Music (Song),1,"""Mona Lisa"" from Captain Carey, U.S.A.",Music and Lyrics by Ray Evans and Jay Livingston
2468,1950,23,Music (Song),0,"""Mule Train"" from Singing Guns","Music and Lyrics by Fred Glickman, Hy Heath and Johnny Lange"
2469,1950,23,Music (Song),0,"""Wilhelmina"" from Wabash Avenue",Music by Josef Myrow; Lyrics by Mack Gordon
2470,1950,23,Best Picture,1,20th Century-Fox,All about Eve 
2471,1950,23,Best Picture,0,Columbia,Born Yesterday 
2472,1950,23,Best Picture,0,Metro-Goldwyn-Mayer,Father of the Bride 
2473,1950,23,Best Picture,0,Metro-Goldwyn-Mayer,King Solomon's Mines 
2474,1950,23,Best Picture,0,Paramount,Sunset Blvd. 
2475,1950,23,Short Subject (Cartoon),1,Gerald McBoing-Boing ,"Stephen Bosustow, Producer"
2476,1950,23,Short Subject (Cartoon),0,Jerry's Cousin ,"Fred Quimby, Producer"
2477,1950,23,Short Subject (Cartoon),0,Trouble Indemnity ,"Stephen Bosustow, Producer"
2478,1950,23,Short Subject (One Reel),0,Blaze Busters ,"Robert Youngson, Producer"
2479,1950,23,Short Subject (One Reel),1,Grandad of Races ,"Gordon Hollingshead, Producer"
2480,1950,23,Short Subject (One Reel),0,Wrong Way Butch ,"Pete Smith, Producer"
2481,1950,23,Short Subject (Two Reel),0,Grandma Moses ,"Falcon Films, Inc."
2482,1950,23,Short Subject (Two Reel),1,In Beaver Valley ,"Walt Disney, Producer"
2483,1950,23,Short Subject (Two Reel),0,My Country 'Tis of Thee ,"Gordon Hollingshead, Producer"
2484,1950,23,Sound Recording,1,All about Eve ,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director"
2485,1950,23,Sound Recording,0,Cinderella ,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director"
2486,1950,23,Sound Recording,0,Louisa ,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director"
2487,1950,23,Sound Recording,0,Our Very Own ,"Samuel Goldwyn Studio Sound Department, Gordon Sawyer, Sound Director"
2488,1950,23,Sound Recording,0,Trio ,"Pinewood Studio Sound Department, Cyril Crowhurst, Sound Director"
2489,1950,23,Special Effects,1,Destination Moon ,George Pal Productions
2490,1950,23,Special Effects,0,Samson and Delilah ,Cecil B. DeMille Productions
2491,1950,23,Writing (Story),0,Bitter Rice ,"Giuseppe De Santis, Carlo Lizzani"
2492,1950,23,Writing (Story),0,The Gunfighter ,"William Bowers, Andre de Toth"
2493,1950,23,Writing (Story),0,Mystery Street ,Leonard Spigelgass
2494,1950,23,Writing (Story),1,Panic in the Streets ,"Edna Anhalt, Edward Anhalt"
2495,1950,23,Writing (Story),0,When Willie Comes Marching Home ,Sy Gomberg
2496,1950,23,Writing (Adapted Screenplay),1,Joseph L. Mankiewicz,All about Eve 
2497,1950,23,Writing (Adapted Screenplay),0,"Ben Maddow, John Huston",The Asphalt Jungle 
2498,1950,23,Writing (Adapted Screenplay),0,Albert Mannheimer,Born Yesterday 
2499,1950,23,Writing (Adapted Screenplay),0,Albert Maltz,Broken Arrow 
2500,1950,23,Writing (Adapted Screenplay),0,"Frances Goodrich, Albert Hackett",Father of the Bride 
2501,1950,23,Writing (Original Screenplay),0,"Ruth Gordon, Garson Kanin",Adam's Rib 
2502,1950,23,Writing (Original Screenplay),0,"Virginia Kellogg, Bernard C. Schoenfeld",Caged 
2503,1950,23,Writing (Original Screenplay),0,Carl Foreman,The Men 
2504,1950,23,Writing (Original Screenplay),0,"Joseph L. Mankiewicz, Lesser Samuels",No Way Out 
2505,1950,23,Writing (Original Screenplay),1,"Charles Brackett, Billy Wilder, D. M. Marshman, Jr.",Sunset Blvd. 
2506,1950,23,Honorary Foreign Language Film Award,1,The Walls of Malapaga,
2507,1950,23,Honorary Award,1,George Murphy,
2508,1950,23,Honorary Award,1,Louis B. Mayer,
2509,1950,23,Irving G. Thalberg Memorial Award,1,Darryl F. Zanuck,
2510,1951,24,Actor in a Leading Role,1,Humphrey Bogart,The African Queen
2511,1951,24,Actor in a Leading Role,0,Marlon Brando,A Streetcar Named Desire
2512,1951,24,Actor in a Leading Role,0,Montgomery Clift,A Place in the Sun
2513,1951,24,Actor in a Leading Role,0,Arthur Kennedy,Bright Victory
2514,1951,24,Actor in a Leading Role,0,Fredric March,Death of a Salesman
2515,1951,24,Actor in a Supporting Role,0,Leo Genn,Quo Vadis
2516,1951,24,Actor in a Supporting Role,0,Kevin McCarthy,Death of a Salesman
2517,1951,24,Actor in a Supporting Role,1,Karl Malden,A Streetcar Named Desire
2518,1951,24,Actor in a Supporting Role,0,Peter Ustinov,Quo Vadis
2519,1951,24,Actor in a Supporting Role,0,Gig Young,Come Fill the Cup
2520,1951,24,Actress in a Leading Role,0,Katharine Hepburn,The African Queen
2521,1951,24,Actress in a Leading Role,1,Vivien Leigh,A Streetcar Named Desire
2522,1951,24,Actress in a Leading Role,0,Eleanor Parker,Detective Story
2523,1951,24,Actress in a Leading Role,0,Shelley Winters,A Place in the Sun
2524,1951,24,Actress in a Leading Role,0,Jane Wyman,The Blue Veil
2525,1951,24,Actress in a Supporting Role,0,Joan Blondell,The Blue Veil
2526,1951,24,Actress in a Supporting Role,0,Mildred Dunnock,Death of a Salesman
2527,1951,24,Actress in a Supporting Role,0,Lee Grant,Detective Story
2528,1951,24,Actress in a Supporting Role,1,Kim Hunter,A Streetcar Named Desire
2529,1951,24,Actress in a Supporting Role,0,Thelma Ritter,The Mating Season
2530,1951,24,Art Direction (Black and White),0,Fourteen Hours ,"Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Thomas Little, Fred J. Rode"
2531,1951,24,Art Direction (Black and White),0,House on Telegraph Hill ,"Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Thomas Little, Paul S. Fox"
2532,1951,24,Art Direction (Black and White),0,La Ronde ,D'Eaubonne
2533,1951,24,Art Direction (Black and White),1,A Streetcar Named Desire ,Art Direction: Richard Day; Set Decoration: George James Hopkins
2534,1951,24,Art Direction (Black and White),0,Too Young to Kiss ,"Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Jack D. Moore"
2535,1951,24,Art Direction (Color),1,An American in Paris ,"Art Direction: Cedric Gibbons, Preston Ames; Set Decoration: Edwin B. Willis, Keogh Gleason"
2536,1951,24,Art Direction (Color),0,David and Bathsheba ,"Art Direction: Lyle Wheeler, George Davis; Set Decoration: Thomas Little, Paul S. Fox"
2537,1951,24,Art Direction (Color),0,On the Riviera ,"Art Direction: Lyle Wheeler, Leland Fuller; Musical Settings: Joseph C. Wright; Set Decoration: Thomas Little, Walter M. Scott"
2538,1951,24,Art Direction (Color),0,Quo Vadis ,"Art Direction: William A. Horning, Cedric Gibbons, Edward Carfagno; Set Decoration: Hugh Hunt"
2539,1951,24,Art Direction (Color),0,Tales of Hoffmann ,Hein Heckroth
2540,1951,24,Cinematography (Black and White),0,Death of a Salesman ,Frank Planer
2541,1951,24,Cinematography (Black and White),0,The Frogmen ,Norbert Brodine
2542,1951,24,Cinematography (Black and White),1,A Place in the Sun ,William C. Mellor
2543,1951,24,Cinematography (Black and White),0,Strangers on a Train ,Robert Burks
